Genes,,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NZ_CP097881.1,2294655,2295158,ydeR,plus,,
NZ_CP097881.1,2295217,2296131,ydeQ,plus,,
NZ_CP097881.1,2296465,2298744,ydeP,plus,,
NZ_CP097881.1,2298992,2299189,safA,plus,,
NZ_CP097881.1,2299264,2300025,ydeO,plus,,
NZ_CP097881.1,2300427,2302109,ydeN,plus,,
NZ_CP097881.1,2302161,2303318,ydeM,plus,,
NZ_CP097881.1,2303284,2303406,,minus,,
NZ_CP097881.1,2303609,2305294,yddA,plus,,
NZ_CP097881.1,2305332,2307704,yddB,plus,,
NZ_CP097881.1,2307761,2310544,pqqL,plus,,
NZ_CP097881.1,2310906,2312306,gadB,plus,,
NZ_CP097881.1,2312462,2313997,gadC,plus,,
NZ_CP097881.1,2314128,2315447,digH,plus,,
NZ_CP097881.1,2315811,2317193,dosC,plus,,
NZ_CP097881.1,2317218,2319617,dosP,plus,,
NZ_CP097881.1,2319875,2320456,ddpX,plus,,
NZ_CP097881.1,2320470,2322020,ddpA,plus,,
NZ_CP097881.1,2322022,2323044,ddpB,plus,,
NZ_CP097881.1,2323041,2323937,ddpC,plus,,
NZ_CP097881.1,2323934,2324920,ddpD,plus,,
NZ_CP097881.1,2324913,2325839,ddpF,plus,,
NZ_CP097881.1,2325895,2326326,osmC,minus,,
NZ_CP097881.1,2326671,2326886,bdm,plus,,
NZ_CP097881.1,2326988,2327125,sra,plus,,
NZ_CP097881.1,2327282,2328979,maeA,plus,,
NZ_CP097881.1,2329113,2330123,adhP,plus,,
NZ_CP097881.1,2330269,2330553,yddM,plus,,
NZ_CP097881.1,2330960,2331613,fdnI,minus,,
NZ_CP097881.1,2331606,2332490,fdnH,minus,,
NZ_CP097881.1,2332503,2335550,fdnG,minus,,
NZ_CP097881.1,2335782,2336663,yddG,plus,,
NZ_CP097881.1,2336923,2337198,yddL,plus,,
NZ_CP097881.1,2337237,2338567,,plus,,
NZ_CP097881.1,2338891,2340279,narU,plus,,
NZ_CP097881.1,2340361,2344101,narZ,plus,,
NZ_CP097881.1,2344098,2345642,narH,plus,,
NZ_CP097881.1,2345642,2346337,narW,plus,,
NZ_CP097881.1,2346334,2347014,narI,plus,,
NZ_CP097881.1,2347093,2347986,yddE,plus,,
NZ_CP097881.1,2348082,2348927,nhoA,minus,,
NZ_CP097881.1,2349100,2349669,yddH,plus,,
NZ_CP097881.1,2349666,2349899,pptA,minus,,
NZ_CP097881.1,2349999,2351135,ydcC,minus,,
NZ_CP097881.1,2351221,2352365,,minus,,
NZ_CP097881.1,2352447,2352632,,plus,,
NZ_CP097881.1,2352547,2353029,ydcD,minus,,
NZ_CP097881.1,2353013,2355049,,minus,,
NZ_CP097881.1,2355799,2356011,yncH,minus,,
NZ_CP097881.1,2356087,2356704,yncG,minus,,
NZ_CP097881.1,2356971,2358470,ansP,plus,,
NZ_CP097881.1,2358583,2359644,yncE,minus,,
NZ_CP097881.1,2359886,2361988,pqqU,plus,,
NZ_CP097881.1,2362024,2362689,mcbR,minus,,
NZ_CP097881.1,2362887,2363924,curA,minus,,
NZ_CP097881.1,2364105,2364623,mnaT,plus,,
NZ_CP097881.1,2364620,2365069,ydcZ,plus,,
NZ_CP097881.1,2365070,2365303,ydcY,minus,,
NZ_CP097881.1,2365389,2365562,ortT,minus,,
NZ_CP097881.1,2365757,2365852,yncL,plus,,
NZ_CP097881.1,2365949,2367373,patD,minus,,
NZ_CP097881.1,2367395,2368189,ydcV,minus,,
NZ_CP097881.1,2368179,2369120,ydcU,minus,,
NZ_CP097881.1,2369121,2370134,ydcT,minus,,
NZ_CP097881.1,2370152,2371297,ydcS,minus,,
NZ_CP097881.1,2371542,2372948,ydcR,minus,,
NZ_CP097881.1,2373027,2373443,hicB,minus,,
NZ_CP097881.1,2373489,2373665,hicA,minus,,
NZ_CP097881.1,2373887,2374117,yncJ,plus,,
NZ_CP097881.1,2374209,2376170,rlhA,minus,,
NZ_CP097881.1,2376243,2376779,sutR,minus,,
NZ_CP097881.1,2376871,2378046,ydcO,plus,,
NZ_CP097881.1,2378086,2379294,insQ,minus,,
NZ_CP097881.1,2379302,2379727,tnpA,plus,,
NZ_CP097881.1,2379826,2380494,ydcL,minus,,
NZ_CP097881.1,2380796,2381389,tehB,minus,,
NZ_CP097881.1,2381386,2382378,tehA,minus,,
NZ_CP097881.1,2382502,2383482,ydcK,plus,,
NZ_CP097881.1,2383474,2384013,rimL,minus,,
NZ_CP097881.1,2384076,2384300,ydcH,minus,,
NZ_CP097881.1,2384440,2386095,opgD,minus,,
NZ_CP097881.1,2386320,2387663,ydcJ,minus,,
NZ_CP097881.1,2387880,2388803,ydcI,plus,,
NZ_CP097881.1,2388841,2390481,trg,minus,,
NZ_CP097881.1,2390880,2391029,hokB,plus,,
NZ_CP097881.1,2391007,2391075,yncP,minus,,
NZ_CP097881.1,2391101,2391274,,minus,,
NZ_CP097881.1,2391519,2392049,cybB,minus,,
NZ_CP097881.1,2392238,2393238,gap,plus,,
NZ_CP097881.1,2393280,2394719,aldA,minus,,
NZ_CP097881.1,2394916,2395716,ydcF,minus,,
NZ_CP097881.1,2395988,2399890,hrpA,minus,,
NZ_CP097881.1,2400091,2400696,azoR,plus,,
NZ_CP097881.1,2400750,2402066,ynbD,minus,,
NZ_CP097881.1,2402056,2403813,ynbC,minus,,
NZ_CP097881.1,2403829,2404725,ynbB,minus,,
NZ_CP097881.1,2404725,2405330,ynbA,minus,,
NZ_CP097881.1,2405501,2407807,ydbD,minus,,
NZ_CP097881.1,2407870,2408730,pdxI,minus,,
NZ_CP097881.1,2408938,2412435,,minus,,
NZ_CP097881.1,2412442,2413593,,minus,,
NZ_CP097881.1,2413802,2415030,,plus,,
NZ_CP097881.1,2415034,2417559,,minus,,
NZ_CP097881.1,2417721,2417786,,plus,,
NZ_CP097881.1,2417890,2418480,paaY,minus,,
NZ_CP097881.1,2418462,2419412,paaX,minus,,
NZ_CP097881.1,2419513,2420826,paaK,minus,,
NZ_CP097881.1,2420853,2422058,paaJ,minus,,
NZ_CP097881.1,2422058,2422480,paaI,minus,,
NZ_CP097881.1,2422470,2423897,paaH,minus,,
NZ_CP097881.1,2423899,2424687,paaG,minus,,
NZ_CP097881.1,2424687,2425454,paaF,minus,,
NZ_CP097881.1,2425451,2426521,paaE,minus,,
NZ_CP097881.1,2426529,2427026,paaD,minus,,
NZ_CP097881.1,2427041,2427787,paaC,minus,,
NZ_CP097881.1,2427796,2428083,paaB,minus,,
NZ_CP097881.1,2428095,2429024,paaA,minus,,
NZ_CP097881.1,2429309,2431354,paaZ,plus,,
NZ_CP097881.1,2431602,2433875,tynA,plus,,
NZ_CP097881.1,2433933,2435432,feaB,minus,,
NZ_CP097881.1,2435668,2436573,feaR,plus,,
NZ_CP097881.1,2436745,2437071,ydbL,minus,,
NZ_CP097881.1,2437079,2437264,ynbE,minus,,
NZ_CP097881.1,2437261,2439900,ydbH,minus,,
NZ_CP097881.1,2440108,2441097,ldhA,plus,,
NZ_CP097881.1,2441208,2441630,hslJ,plus,,
NZ_CP097881.1,2441627,2441893,ydbJ,minus,,
NZ_CP097881.1,2442167,2445691,nifJ,plus,,
NZ_CP097881.1,2446058,2447191,ompN,plus,,
NZ_CP097881.1,2447397,2448377,,minus,,
NZ_CP097881.1,2448567,2449598,ynaI,plus,,
NZ_CP097881.1,2449649,2451262,mppA,minus,,
NZ_CP097881.1,2451599,2452498,pgrR,minus,,
NZ_CP097881.1,2452636,2453556,ycjY,plus,,
NZ_CP097881.1,2453627,2453764,,plus,,
NZ_CP097881.1,2453891,2454619,mpaA,plus,,
NZ_CP097881.1,2454594,2455559,ycjG,minus,,
NZ_CP097881.1,2455678,2456184,tpx,plus,,
NZ_CP097881.1,2456228,2457769,tyrR,minus,,
NZ_CP097881.1,2457917,2458978,ycjF,minus,,
NZ_CP097881.1,2458975,2460372,ycjX,minus,,
NZ_CP097881.1,2460528,2461526,ycjW,plus,,
NZ_CP097881.1,2461637,2462542,ompG,minus,,
NZ_CP097881.1,2462587,2463668,,minus,,
NZ_CP097881.1,2463682,2464341,pgmB,minus,,
NZ_CP097881.1,2464338,2466605,ycjT,minus,,
NZ_CP097881.1,2466602,2467657,ycjS,minus,,
NZ_CP097881.1,2467667,2468455,ycjR,minus,,
NZ_CP097881.1,2468474,2469526,ycjQ,minus,,
NZ_CP097881.1,2469557,2470399,ycjP,minus,,
NZ_CP097881.1,2470386,2471267,ycjO,minus,,
NZ_CP097881.1,2471288,2472580,ycjN,minus,,
NZ_CP097881.1,2472594,2474273,ycjM,minus,,
NZ_CP097881.1,2474486,2474800,pspE,minus,,
NZ_CP097881.1,2474875,2475096,pspD,minus,,
NZ_CP097881.1,2475105,2475464,pspC,minus,,
NZ_CP097881.1,2475464,2475688,pspB,minus,,
NZ_CP097881.1,2475742,2476410,pspA,minus,,
NZ_CP097881.1,2476577,2477554,pspF,plus,,
NZ_CP097881.1,2477674,2478939,puuE,minus,,
NZ_CP097881.1,2478977,2480257,puuB,minus,,
NZ_CP097881.1,2480259,2481746,puuC,minus,,
NZ_CP097881.1,2482021,2482578,puuR,minus,,
NZ_CP097881.1,2482605,2483369,puuD,minus,,
NZ_CP097881.1,2483581,2484999,puuA,plus,,
NZ_CP097881.1,2485148,2485312,,plus,,
NZ_CP097881.1,2485302,2486687,puuP,plus,,
NZ_CP097881.1,2486821,2487066,ymjA,plus,,
NZ_CP097881.1,2487379,2489022,sapA,plus,,
NZ_CP097881.1,2489019,2489984,sapB,plus,,
NZ_CP097881.1,2489971,2490861,sapC,plus,,
NZ_CP097881.1,2490861,2491853,sapD,plus,,
NZ_CP097881.1,2491855,2492661,sapF,plus,,
NZ_CP097881.1,2492729,2493082,ycjD,plus,,
NZ_CP097881.1,2493450,2494238,fabI,plus,,
NZ_CP097881.1,2494382,2495509,yciW,plus,,
NZ_CP097881.1,2495577,2497511,rnb,plus,,
NZ_CP097881.1,2497589,2497693,,minus,,
NZ_CP097881.1,2497747,2499732,pdeR,plus,,
NZ_CP097881.1,2499714,2499842,ymiD,minus,,
NZ_CP097881.1,2499880,2500053,yciZ,plus,,
NZ_CP097881.1,2500143,2500892,yciT,plus,,
NZ_CP097881.1,2501161,2501379,osmB,plus,,
NZ_CP097881.1,2501505,2501831,yciH,minus,,
NZ_CP097881.1,2501831,2502568,pyrF,minus,,
NZ_CP097881.1,2502762,2503931,lapB,minus,,
NZ_CP097881.1,2503938,2504246,lapA,minus,,
NZ_CP097881.1,2504395,2505159,pgpB,minus,,
NZ_CP097881.1,2505329,2505919,ribA,plus,,
NZ_CP097881.1,2505983,2508658,acnA,minus,,
NZ_CP097881.1,2508822,2508917,ymiC,minus,,
NZ_CP097881.1,2509031,2509198,yciX,minus,,
NZ_CP097881.1,2509201,2509341,ymiA,minus,,
NZ_CP097881.1,2509660,2510634,cysB,minus,,
NZ_CP097881.1,2510844,2513441,topA,minus,,
NZ_CP097881.1,2513821,2514072,yciN,plus,,
NZ_CP097881.1,2514108,2515157,sohB,minus,,
NZ_CP097881.1,2515377,2516135,yciK,plus,,
NZ_CP097881.1,2516132,2516722,cobO,plus,,
NZ_CP097881.1,2516762,2517637,rluB,minus,,
NZ_CP097881.1,2517848,2519743,yciQ,minus,,
NZ_CP097881.1,2519771,2520391,yciO,minus,,
NZ_CP097881.1,2520388,2521269,rnm,minus,,
NZ_CP097881.1,2521407,2521451,trpL,plus,,
NZ_CP097881.1,2521543,2523105,trpE,plus,,
NZ_CP097881.1,2523105,2524700,trpD,plus,,
NZ_CP097881.1,2524701,2526062,trpCF,plus,,
NZ_CP097881.1,2526074,2527267,trpB,plus,,
NZ_CP097881.1,2527267,2528073,trpA,plus,,
NZ_CP097881.1,2528454,2528633,yciG,plus,,
NZ_CP097881.1,2528719,2529219,yciF,plus,,
NZ_CP097881.1,2529265,2529771,yciE,plus,,
NZ_CP097881.1,2529831,2530469,ompW,minus,,
NZ_CP097881.1,2530709,2530798,,plus,,
NZ_CP097881.1,2530826,2531569,yciC,plus,,
NZ_CP097881.1,2531599,2532138,yciB,plus,,
NZ_CP097881.1,2532243,2532641,yciA,plus,,
NZ_CP097881.1,2532681,2533400,tonB,minus,,
NZ_CP097881.1,2533624,2533920,yciI,plus,,
NZ_CP097881.1,2534220,2535473,kch,plus,,
NZ_CP097881.1,2535528,2535701,yciY,minus,,
NZ_CP097881.1,2535844,2537304,cls,plus,,
NZ_CP097881.1,2537339,2537668,yciU,plus,,
NZ_CP097881.1,2537721,2538725,oppF,minus,,
NZ_CP097881.1,2538722,2539735,oppD,minus,,
NZ_CP097881.1,2539747,2540655,oppC,minus,,
NZ_CP097881.1,2540670,2541590,oppB,minus,,
NZ_CP097881.1,2541676,2543307,oppA,minus,,
NZ_CP097881.1,2543591,2543887,,plus,,
NZ_CP097881.1,2544045,2544692,ychE,minus,,
NZ_CP097881.1,2544723,2544776,ychE,minus,,
NZ_CP097881.1,2545169,2547844,adhE,plus,,
NZ_CP097881.1,2547968,2548864,,plus,,
NZ_CP097881.1,2549146,2549763,tdk,minus,,
NZ_CP097881.1,2550368,2550781,hns,plus,,
NZ_CP097881.1,2550925,2551833,galU,minus,,
NZ_CP097881.1,2552035,2553048,rssB,minus,,
NZ_CP097881.1,2553140,2554045,rssA,minus,,
NZ_CP097881.1,2554158,2554616,ychJ,plus,,
NZ_CP097881.1,2554666,2555508,purU,plus,,
NZ_CP097881.1,2555668,2555752,,plus,,
NZ_CP097881.1,2555796,2555927,,plus,,
NZ_CP097881.1,2555962,2556046,,plus,,
NZ_CP097881.1,2556093,2556224,,plus,,
NZ_CP097881.1,2556271,2556402,,plus,,
NZ_CP097881.1,2556449,2556580,,plus,,
NZ_CP097881.1,2556764,2557441,narI,minus,,
NZ_CP097881.1,2557441,2558151,narJ,minus,,
NZ_CP097881.1,2558148,2559686,narH,minus,,
NZ_CP097881.1,2559683,2563426,narG,minus,,
NZ_CP097881.1,2563942,2565333,narK,minus,,
NZ_CP097881.1,2565672,2567468,narX,plus,,
NZ_CP097881.1,2567461,2568111,narL,plus,,
NZ_CP097881.1,2568112,2569506,ychO,minus,,
NZ_CP097881.1,2569691,2570044,ychN,plus,,
NZ_CP097881.1,2570088,2570783,chaC,minus,,
NZ_CP097881.1,2570941,2571171,chaB,minus,,
NZ_CP097881.1,2571441,2572541,chaA,plus,,
NZ_CP097881.1,2572945,2573052,,plus,,
NZ_CP097881.1,2573480,2573587,,plus,,
NZ_CP097881.1,2574015,2574122,,plus,,
NZ_CP097881.1,2574271,2575125,kdsA,minus,,
NZ_CP097881.1,2575161,2575970,sirB1,minus,,
NZ_CP097881.1,2575974,2576366,sirB2,minus,,
NZ_CP097881.1,2576363,2577196,prmC,minus,,
NZ_CP097881.1,2577196,2578278,prfA,minus,,
NZ_CP097881.1,2578320,2579576,hemA,minus,,
NZ_CP097881.1,2579790,2580413,lolB,plus,,
NZ_CP097881.1,2580413,2581264,ispE,plus,,
NZ_CP097881.1,2581415,2582362,prs,plus,,
NZ_CP097881.1,2582514,2584166,dauA,plus,,
NZ_CP097881.1,2584221,2584499,ychH,minus,,
NZ_CP097881.1,2584777,2585361,pth,plus,,
NZ_CP097881.1,2585478,2586569,ychF,plus,,
NZ_CP097881.1,2587338,2590205,ycgV,plus,,
NZ_CP097881.1,2590305,2592224,dhaR,minus,,
NZ_CP097881.1,2592452,2593522,dhaK,plus,,
NZ_CP097881.1,2593533,2594165,dhaL,plus,,
NZ_CP097881.1,2594176,2595594,dhaM,plus,,
NZ_CP097881.1,2595914,2597611,treA,plus,,
NZ_CP097881.1,2597690,2598130,ycgY,minus,,
NZ_CP097881.1,2598308,2598562,ymgE,minus,,
NZ_CP097881.1,2598763,2599497,ycgR,plus,,
NZ_CP097881.1,2599499,2600110,emtA,minus,,
NZ_CP097881.1,2600210,2601124,ldcA,plus,,
NZ_CP097881.1,2601219,2602955,cvrA,plus,,
NZ_CP097881.1,2603341,2604411,dadX,minus,,
NZ_CP097881.1,2604421,2605719,dadA,minus,,
NZ_CP097881.1,2606049,2607581,ycgB,plus,,
NZ_CP097881.1,2607633,2608352,fadR,minus,,
NZ_CP097881.1,2608573,2610114,nhaB,plus,,
NZ_CP097881.1,2610260,2610790,dsbB,plus,,
NZ_CP097881.1,2610836,2612104,umuC,minus,,
NZ_CP097881.1,2612104,2612523,umuD,minus,,
NZ_CP097881.1,2612896,2613807,hlyE,plus,,
NZ_CP097881.1,2614014,2614460,ycgN,minus,,
NZ_CP097881.1,2614552,2615211,ycgM,minus,,
NZ_CP097881.1,2615283,2615576,,minus,,
NZ_CP097881.1,2615818,2616219,pliG,plus,,
NZ_CP097881.1,2616322,2616690,ycgJ,minus,,
NZ_CP097881.1,2617210,2617905,minC,plus,,
NZ_CP097881.1,2617929,2618741,minD,plus,,
NZ_CP097881.1,2618745,2619011,minE,plus,,
NZ_CP097881.1,2619383,2619726,,minus,,
NZ_CP097881.1,2619761,2619880,,minus,,
NZ_CP097881.1,2619841,2620026,ymgJ,minus,,
NZ_CP097881.1,2620127,2620300,ymgI,plus,,
NZ_CP097881.1,2620302,2620646,ymgG,plus,,
NZ_CP097881.1,2620650,2620985,ymgD,plus,,
NZ_CP097881.1,2621042,2623689,ycgH,minus,,
NZ_CP097881.1,2624089,2624307,ymgF,minus,,
NZ_CP097881.1,2624439,2625962,pdeG,minus,,
NZ_CP097881.1,2626294,2626542,ymgC,minus,,
NZ_CP097881.1,2626655,2626921,ariR,minus,,
NZ_CP097881.1,2626950,2627222,ymgA,minus,,
NZ_CP097881.1,2627265,2627501,ycgZ,minus,,
NZ_CP097881.1,2627815,2629026,bluF,plus,,
NZ_CP097881.1,2629231,2629962,bluR,plus,,
NZ_CP097881.1,2630183,2630587,ycgX,plus,,
NZ_CP097881.1,2630640,2630750,,plus,,
NZ_CP097881.1,2630986,2631030,,plus,,
NZ_CP097881.1,2631287,2631610,iraM,plus,,
NZ_CP097881.1,2631713,2631880,,minus,,
NZ_CP097881.1,2632111,2632944,mcrA,minus,,
NZ_CP097881.1,2633051,2633605,pinE,minus,,
NZ_CP097881.1,2633668,2634012,,plus,,
NZ_CP097881.1,2634014,2634427,tfaP,plus,,
NZ_CP097881.1,2634399,2635001,tfaE,minus,,
NZ_CP097881.1,2635276,2635789,,minus,,
NZ_CP097881.1,2635793,2636377,ymfQ,minus,,
NZ_CP097881.1,2636368,2637162,,minus,,
NZ_CP097881.1,2637152,2637559,,minus,,
NZ_CP097881.1,2637559,2637741,ymfR,minus,,
NZ_CP097881.1,2637753,2638889,,minus,,
NZ_CP097881.1,2638944,2639120,,minus,,
NZ_CP097881.1,2639110,2639289,,minus,,
NZ_CP097881.1,2639465,2640022,ymfL,minus,,
NZ_CP097881.1,2640066,2640266,ymfT,minus,,
NZ_CP097881.1,2640357,2641031,ymfK,plus,,
NZ_CP097881.1,2641206,2641514,ymfJ,plus,,
NZ_CP097881.1,2641452,2641793,ymfI,minus,,
NZ_CP097881.1,2641910,2642221,ymfH,plus,,
NZ_CP097881.1,2642258,2642503,xisE,plus,,
NZ_CP097881.1,2642484,2643611,intE,plus,,
NZ_CP097881.1,2643702,2644595,lit,minus,,
NZ_CP097881.1,2645053,2645757,ymfE,plus,,
NZ_CP097881.1,2645758,2646423,ymfD,plus,,
NZ_CP097881.1,2646917,2648167,icd,minus,,
NZ_CP097881.1,2648339,2648992,rluE,plus,,
NZ_CP097881.1,2649002,2649463,nudJ,plus,,
NZ_CP097881.1,2649517,2650623,mnmA,plus,,
NZ_CP097881.1,2650659,2651300,hflD,plus,,
NZ_CP097881.1,2651304,2652674,purB,plus,,
NZ_CP097881.1,2652843,2653514,phoP,plus,,
NZ_CP097881.1,2653514,2654974,phoQ,plus,,
NZ_CP097881.1,2655050,2656171,roxA,plus,,
NZ_CP097881.1,2656220,2657446,pepT,minus,,
NZ_CP097881.1,2657696,2658832,potA,plus,,
NZ_CP097881.1,2658816,2659673,potB,plus,,
NZ_CP097881.1,2659670,2660464,potC,plus,,
NZ_CP097881.1,2660461,2661507,potD,plus,,
NZ_CP097881.1,2661565,2662026,ymfA,plus,,
NZ_CP097881.1,2662023,2662811,ycfZ,plus,,
NZ_CP097881.1,2662931,2663770,cobB,minus,,
NZ_CP097881.1,2663786,2664697,nagK,minus,,
NZ_CP097881.1,2664726,2665970,lolE,minus,,
NZ_CP097881.1,2665970,2666671,lolD,minus,,
NZ_CP097881.1,2666664,2667863,lolC,minus,,
NZ_CP097881.1,2668125,2669198,ycfT,plus,,
NZ_CP097881.1,2669326,2672772,mfd,plus,,
NZ_CP097881.1,2672916,2673878,ldtC,plus,,
NZ_CP097881.1,2673960,2674217,bhsA,minus,,
NZ_CP097881.1,2674458,2675090,comR,plus,,
NZ_CP097881.1,2675152,2675691,ycfJ,minus,,
NZ_CP097881.1,2675901,2677205,ndh,minus,,
NZ_CP097881.1,2677605,2678147,ycfP,minus,,
NZ_CP097881.1,2678170,2679195,nagZ,minus,,
NZ_CP097881.1,2679206,2680030,thiK,minus,,
NZ_CP097881.1,2680011,2680652,lpoB,minus,,
NZ_CP097881.1,2680666,2681043,ycfL,minus,,
NZ_CP097881.1,2681046,2681405,hinT,minus,,
NZ_CP097881.1,2681739,2683928,fhuE,plus,,
NZ_CP097881.1,2683988,2685421,ptsG,minus,,
NZ_CP097881.1,2685716,2686513,ycfH,minus,,
NZ_CP097881.1,2686524,2687528,holB,minus,,
NZ_CP097881.1,2687525,2688166,tmk,minus,,
NZ_CP097881.1,2688156,2689178,yceG,minus,,
NZ_CP097881.1,2689181,2689990,pabC,minus,,
NZ_CP097881.1,2690110,2691351,fabF,minus,,
NZ_CP097881.1,2691439,2691675,acpP,minus,,
NZ_CP097881.1,2691886,2692620,fabG,minus,,
NZ_CP097881.1,2692633,2693562,fabD,minus,,
NZ_CP097881.1,2693578,2694531,fabH,minus,,
NZ_CP097881.1,2694599,2695669,plsX,minus,,
NZ_CP097881.1,2695750,2695923,rpmF,minus,,
NZ_CP097881.1,2695975,2696496,yceD,minus,,
NZ_CP097881.1,2696695,2697279,yceF,plus,,
NZ_CP097881.1,2697391,2698350,rluC,minus,,
NZ_CP097881.1,2698923,2702108,rne,plus,,
NZ_CP097881.1,2702304,2703257,flgL,minus,,
NZ_CP097881.1,2703269,2704912,flgK,minus,,
NZ_CP097881.1,2704978,2705919,flgJ,minus,,
NZ_CP097881.1,2705919,2707016,flgI,minus,,
NZ_CP097881.1,2707028,2707726,flgH,minus,,
NZ_CP097881.1,2707779,2708561,flgG,minus,,
NZ_CP097881.1,2708733,2709488,flgF,minus,,
NZ_CP097881.1,2709508,2710716,flgE,minus,,
NZ_CP097881.1,2710741,2711436,flgD,minus,,
NZ_CP097881.1,2711448,2711852,flgC,minus,,
NZ_CP097881.1,2711856,2712272,flgB,minus,,
NZ_CP097881.1,2712427,2713086,flgA,plus,,
NZ_CP097881.1,2713162,2713455,flgM,plus,,
NZ_CP097881.1,2713460,2713876,flgN,plus,,
NZ_CP097881.1,2713916,2715451,murJ,minus,,
NZ_CP097881.1,2715561,2716484,yceM,minus,,
NZ_CP097881.1,2716486,2717133,yceH,minus,,
NZ_CP097881.1,2717144,2717728,rimJ,minus,,
NZ_CP097881.1,2717964,2719172,mdtH,plus,,
NZ_CP097881.1,2719236,2719883,grxB,plus,,
NZ_CP097881.1,2720017,2720577,yceB,plus,,
NZ_CP097881.1,2720683,2721729,pyrC,plus,,
NZ_CP097881.1,2721803,2722048,dinI,plus,,
NZ_CP097881.1,2722335,2722589,bssS,plus,,
NZ_CP097881.1,2722704,2723822,solA,plus,,
NZ_CP097881.1,2723870,2723983,,plus,,
NZ_CP097881.1,2724244,2724810,yceJ,plus,,
NZ_CP097881.1,2724814,2725389,yceI,plus,,
NZ_CP097881.1,2725431,2726483,trhO,minus,,
NZ_CP097881.1,2726708,2727628,lpxL,plus,,
NZ_CP097881.1,2727800,2729026,mdtG,plus,,
NZ_CP097881.1,2729109,2729483,msyB,plus,,
NZ_CP097881.1,2729484,2729711,yceK,minus,,
NZ_CP097881.1,2729884,2732427,mdoH,minus,,
NZ_CP097881.1,2732420,2733955,mdoG,minus,,
NZ_CP097881.1,2734349,2735506,mdoC,plus,,
NZ_CP097881.1,2735514,2736995,clsC,minus,,
NZ_CP097881.1,2736937,2737470,ymdB,minus,,
NZ_CP097881.1,2737565,2737876,ymdA,minus,,
NZ_CP097881.1,2737997,2738329,csgC,minus,,
NZ_CP097881.1,2738388,2738843,csgA,minus,,
NZ_CP097881.1,2738884,2739339,csgB,minus,,
NZ_CP097881.1,2740094,2740744,csgD,plus,,
NZ_CP097881.1,2740749,2741138,csgE,plus,,
NZ_CP097881.1,2741163,2741579,csgF,plus,,
NZ_CP097881.1,2741606,2742439,csgG,plus,,
NZ_CP097881.1,2742503,2742994,ycdZ,minus,,
NZ_CP097881.1,2743096,2743650,ycdY,minus,,
NZ_CP097881.1,2743674,2744411,ycdX,minus,,
NZ_CP097881.1,2744466,2745404,ghrA,minus,,
NZ_CP097881.1,2745638,2745725,,plus,,
NZ_CP097881.1,2745770,2745906,,plus,,
NZ_CP097881.1,2745951,2746087,,plus,,
NZ_CP097881.1,2746132,2746268,,plus,,
NZ_CP097881.1,2746313,2746449,,plus,,
NZ_CP097881.1,2746642,2747628,ycdU,minus,,
NZ_CP097881.1,2747625,2747981,,minus,,
NZ_CP097881.1,2748034,2749196,,plus,,
NZ_CP097881.1,2749237,2750595,dgcT,minus,,
NZ_CP097881.1,2751182,2753605,pgaA,plus,,
NZ_CP097881.1,2753614,2755632,pgaB,plus,,
NZ_CP097881.1,2755625,2756950,pgaC,plus,,
NZ_CP097881.1,2756952,2757365,pgaD,plus,,
NZ_CP097881.1,2757415,2758203,phoH,minus,,
NZ_CP097881.1,2758824,2760095,efeB,minus,,
NZ_CP097881.1,2760101,2761228,efeO,minus,,
NZ_CP097881.1,2761286,2762115,efeU,minus,,
NZ_CP097881.1,2762658,2764166,putP,minus,,
NZ_CP097881.1,2764325,2764534,,minus,,
NZ_CP097881.1,2764589,2768551,putA,plus,,
NZ_CP097881.1,2768591,2769229,rutR,minus,,
NZ_CP097881.1,2769517,2770608,rutA,plus,,
NZ_CP097881.1,2770608,2771300,rutB,plus,,
NZ_CP097881.1,2771312,2771698,rutC,plus,,
NZ_CP097881.1,2771706,2772506,rutD,plus,,
NZ_CP097881.1,2772516,2773106,rutE,plus,,
NZ_CP097881.1,2773117,2773611,rutF,plus,,
NZ_CP097881.1,2773632,2774960,rutG,plus,,
NZ_CP097881.1,2775217,2775390,ymdF,minus,,
NZ_CP097881.1,2775763,2776359,wrbA,plus,,
NZ_CP097881.1,2776380,2776607,yccJ,plus,,
NZ_CP097881.1,2776645,2777886,agp,minus,,
NZ_CP097881.1,2778179,2779435,yccE,minus,,
NZ_CP097881.1,2779696,2780616,cbpA,plus,,
NZ_CP097881.1,2780616,2780921,cbpM,plus,,
NZ_CP097881.1,2781073,2781672,torD,minus,,
NZ_CP097881.1,2781669,2784215,torA,minus,,
NZ_CP097881.1,2784215,2785387,torC,minus,,
NZ_CP097881.1,2785517,2786209,torR,plus,,
NZ_CP097881.1,2786182,2787210,torT,minus,,
NZ_CP097881.1,2787293,2790037,torS,plus,,
NZ_CP097881.1,2790109,2791182,yccM,plus,,
NZ_CP097881.1,2791231,2791404,gnsA,minus,,
NZ_CP097881.1,2791394,2791624,ymcE,minus,,
NZ_CP097881.1,2791599,2791787,ymcF,minus,,
NZ_CP097881.1,2791798,2792010,cspG,minus,,
NZ_CP097881.1,2792296,2792508,cspH,plus,,
NZ_CP097881.1,2792941,2793638,,minus,,
NZ_CP097881.1,2793727,2794032,gfcA,plus,,
